WALIS LUM ID,Is this datapoint public?,Luminescence method,IGSN,Reference (s),Sample ID,Analysis ID,Reported ID,Laboratory name,Mineral type,Grain size,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Sample latitude (decimal degrees),Sample longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Comments on elevation,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Aliquot size,Equivalent Dose measurement protocol,Treatment during measurement,Statistical model for burial dose,Machine type,Detection unit,Stimulation unit,Optical Filters used for Detection,Number of aliquots/ single grains run,Number of aliquots/ single grains used in sample,Uncertainty level,Equivalent dose (Gy),Equivalent dose uncertainty (Gy),Overdispersion value (%),Overdispersion value uncertainty (%),Depth of burial (m),Approach of dose rate dermination,Uncertainty levels,Uranium content (ppm),Uranium content uncertainty (ppm),Thorium content (ppm),Thorium content uncertainty (ppm),Potassium content (%),Potassium content uncertainty (%),Rubidium content (ppm),Rubidium content uncertainty (ppm),Alpha dose rate (Gy/ka),Alpha dose rate uncertainty (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate uncertainty (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate uncertainty (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate uncertainty (Gy/ka),Field water content (% of dry mass),Water content determination method,Water Content used in Final Age Calculation (% of dry mass),Water Content used in Final Age Calculation  uncertainty (% of dry mass),Alpha attenuation factor,Dose Rate conversion factors,Total dose rate (Gy/Ka),Total dose rate uncertainty (Gy/ka),Was fading correction applied?,Method of fading correction,g-value (% per decade),g-value (±1σ) (% per decade),Comments,Record created by,Record updated by,Last Update
242,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-003,CH03-003-001,OR1,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
243,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-004,CH03-004-001,OR3,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
244,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-005,CH03-005-001,OR4,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
245,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-006,CH03-006-001,OR5,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
246,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-007,CH03-007-001,OR6,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
254,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-008,CH03-008-001,WKR-5A,Korea Basic Science Institute,,,,Yes,,,,36.0554812,129.5444388,No,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,112,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
255,1,OSL,,"Choi et al., 2003
 Thompson and Creveling, 2021",CH03-008,CH03-008-002,WKR-5B,Korea Basic Science Institute,,,,Yes,,,,36.0554812,129.5444388,No,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,106,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
459,1,OSL,,"Choi et al., 2008",CH08-001,CH08-001-01,Not Given,Oxford University,Quartz,Coarse grains (sand),,Yes,,,,35.631147,129.433117,No,National Geodetic Datum (Korea),Topographic map and digital elevation models,22.5,0.2,22.5,0.2,"Locations based on hand-held dGPS.  Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.
",Equal to,MIS5e/5c,"Age was determined by considering the age range reported in the original publication.



",113.00,39.00,,,,,,,,,,,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-17 15:33:10
472,1,OSL,,"Chang et al., 2014",CH14-001,CH14-001-01,11YG-C4-13,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-20.8,0.2,-20.8,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",109.97,6.64,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,440.6,2.88,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:49:17
473,1,OSL,,"Chang et al., 2014",CH14-002,CH14-002-01,11YG-C4-14,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-22.1,0.2,-22.1,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",133.86,7.58,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,463.96,7.31,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:51:25
474,1,OSL,,"Chang et al., 2014",CH14-003,CH14-003-01,11YG-C4-15,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-23.9,0.2,-23.9,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",124.04,7.84,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,430.47,9.4,,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:53:30
475,1,OSL,,"Chang et al., 2014",CH14-004,CH14-004-01,11YG-C4-16,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-25.2,0.2,-25.2,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",138.78,7.84,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,455.62,7.45,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:55:38
476,1,OSL,,"Chang et al., 2014",CH14-005,CH14-005-01,11YG-C4-17,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-26.8,0.2,-26.8,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",128.72,7.85,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,448.13,9.42,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:57:25
477,1,OSL,,"Chang et al., 2014",CH14-006,CH14-006-01,11YG-C4-18,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-28.3,0.2,-28.3,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",124.66,7.59,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,448.31,10.6,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:59:27
478,1,OSL,,"Chang et al., 2014",CH14-007,CH14-007-01,11YG-C4-19,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-29.8,0.2,-29.8,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",118.80,7.02,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,431.48,4.18,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:06:16
479,1,OSL,,"Chang et al., 2014",CH14-008,CH14-008-01,11YG-C4-20,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-31.3,0.2,-31.3,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",112.19,6.79,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,431.48,4.18,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:05:58
480,1,OSL,,"Chang et al., 2014",CH14-009,CH14-009-01,11YG-C4-21,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-32.8,0.2,-32.8,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)

",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.

",113.35,7.08,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 

",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,449.37,10.34,,,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:06:42
481,1,OSL,,"Chang et al., 2014",CH14-010,CH14-010-01,11YG-C4-22,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-34.3,0.2,-34.3,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)

",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.

",118.16,7.41,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 

",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,454.22,9.59,,,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:08:21
482,1,OSL,,"Chang et al., 2014",CH14-011,CH14-011-01,11YG-C4-23,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-35.8,0.2,-35.8,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)

",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.

",112.62,6.86,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 

",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,420.85,4.91,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:10:13
483,1,OSL,,"Chang et al., 2014",CH14-012,CH14-012-01,11YG-C4-24,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,35° 18.19',126° 19.27',35.303167,126.321167,No,National Geodetic Datum (Korea),Differential GPS,-37.3,0.2,-37.3,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)

",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.

",113.14,7.30,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 

",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,419.76,12.17,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:21:12
470,1,OSL,,"Chang et al., 2017",CH17-001,CH17-001-01,DSR-C03-03,Korea Institute of Geosciences and Mineral Resources,Quartz,Coarse grains (sand),,Yes,,"36° 06' 15.41""","126° 36' 28.19""",36.104281,126.607831,No,National Geodetic Datum (Korea),Differential GPS,-1.88,0.2,-1.88,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",116.00,10.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,372,29,,,3.01,,,,,,,,,,,,,,,,,,,27.1,,27.100,,,,3.2,0.08,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:39:40
471,1,OSL,,"Chang et al., 2017",CH17-002,CH17-002-01,DSR-C03-04,Korea Institute of Geosciences and Mineral Resources,Quartz,Coarse grains (sand),,Yes,,"36° 06' 15.41""","126° 36' 28.19""",36.104281,126.607831,No,National Geodetic Datum (Korea),Differential GPS,-3.82,0.2,-3.82,0.2,"Using a virtual reference station linked to a global positioning system (VRS-GPS)
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",108.00,8.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 
",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,328,23,,,4.95,,,,,,,,,,,,,,,,,,,27,,27.000,,,,3.03,0.07,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 19:43:29
308,1,OSL,,"Cliquet et al., 2009",CL09-001,CL09-001-001,Ecalgrain,,,,,Yes,,,,49.687729,-1.936389,Yes,NGF,Not reported,4,1,N/A,N/A,,Equal to,MIS 5,,117.00,12.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Cartelle,,2021-02-07 21:20:52
318,1,TL,,"Cliquet, 1992
 van Vliet-Lanoe et al., 2000",CL92-001,CL92-001-001,N/A,,,,,Yes,,,,49.711965,-1.896550,Yes,NGF,Not reported,5,1,N/A,N/A,Original publication not found,Equal to,N/A,A flint recovered from a soil horizon was dated,106.00,10.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Cartelle,,2021-02-12 21:11:19
28,1,IRSL,,"Cooper and Kostro, 2006
 Ryan et al., 2020",CO06-001,CO06-001-001,WLL287 (KP-01-TL),,Polymineralic,Fine grains (Silt),,Yes,,,,-43.715135,169.225968,Yes,Mean Sea Level / General definition,Not reported,112,0.5,N/A,N/A,"Sea level datum was not defined. The only altitude given was the top of the succession (also the top of Facies 7), which marks the maximum flooding surface, at 113 m altitude.",Equal to,MIS 5e,"MIS 5e
1 standard deviation uncertainty",123.00,7.00,,,,,,,IRSL stimulation of K-feldspar component,,0,0,1-sigma,103.8,3.1,,,1.0,"cosmic radiation dose calculated as proposed by Prescott & Hutton, 1995

U and Th-content is calculated from the error weighed mean of the isotope equivalent contents

CHECK UNITS IN PUBLICATION",1-sigma,0.48,0.02,2.59,0.17,0.26,0.01,,,,,,,,,0.1863,0.0093,,Ratio wet sample to dry sample weight. Errors assumed 50% of (delta - 1),1.190,,,,0.84,0.04,,,,,Sample of Facies 7 medium-grain sand ,Deirdre Ryan,Deirdre Ryan,2020-06-22 16:56:29
29,1,IRSL,,"Cooper and Kostro, 2006
 Ryan et al., 2020",CO06-002,CO06-002-001,WLL288 (KP-03-TL),,Polymineralic,Fine grains (Silt),,Yes,,,,-43.715135,169.225968,Yes,Mean Sea Level / General definition,Not reported,109,0.5,N/A,N/A,"Sea level datum was not defined. The only altitude given was the top of the succession (also the top of Facies 7), which marks the maximum flooding surface, at 113 m altitude.",Equal to,MIS 6,1 standard deviation uncertainty provided,146.00,8.40,,,,,,,IRSL stimulation of K-feldspar component,,0,0,1-sigma,104.1,3.1,,,4.0,"cosmic radiation dose calculated as proposed by Prescott & Hutton, 1995

U and Th-content is calculated from the error weighed mean of the isotope equivalent contents

CHECK UNITS IN PUBLICATION",1-sigma,0.47,0.02,2.58,0.25,0.22,0.01,,,,,,,,,0.1256,0.0063,,Ratio wet sample to dry sample weight. Errors assumed 50% of (delta - 1),1.160,,,,0.71,0.04,,,,,Sample from near base of Facies 7 where isolated pebbles occur within medium-grain sand. This sample incurred slight radioactive disequilibrium and its age could therefore be slightly younger than stated. ,Deirdre Ryan,WALIS Admin,2020-06-22 16:56:59
449,1,OSL,,"Choi et al., 2009",CO09-001,CO09-001-01,NYH02,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 06' 30.7"" N","129° 25' 22.8"" E",36.108528,129.423000,No,National Geodetic Datum (Korea),dGPS w/map,35.5,0.5,35.5,0.5,"Locations based on hand-held GPS.  Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.

",Equal to,MIS5e/5c,"Age was determined by considering the age range reported in the original publication.

",114.00,7.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,289,15,,,7,,,,,,,,,,,,,0.88,0.02,2.2,0.08,,,23.4,,23.400,,,,2.53,0.06,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:26:43
450,1,OSL,,"Choi et al., 2009",CO09-002,CO09-002-01,NYH03,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 06' 30.7"" N","129° 25' 22.8"" E",36.108528,129.423000,No,National Geodetic Datum (Korea),dGPS w/map,35.0,0.5,35.0,0.5,"Locations based on hand-held GPS.  Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.

",Equal to,MIS5e/5c,"Age was determined by considering the age range reported in the original publication.

",127.00,12.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,275,26,,,0.5,,,,,,,,,,,,,0.81,0.01,1.53,0.05,,,17.5,,17.500,,,,2.16,0.06,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:27:03
455,1,OSL,,"Choi, 2016",CO16-001,CO16-001-01,HJ2,Kangwon National University,Quartz,Coarse grains (sand),,Yes,,35.971575,129.549324,35.971575,129.549324,Yes,National Geodetic Datum (Korea),dGPS w/map,35.0,0.2,35.0,0.2,"Locations based on hand-held DGPS.  Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.

",Equal to,MIS 5e,Age was determined by taking the midpoint of the age range reported in the original publication.,128.00,12.00,,,,,,,,,N/A,N/A,undefined,243,22,,,1.2,,,,,,,,,,,,,0.75,0.01,1.04,0.03,0.1,0.01,,,,,,,1.89,0.03,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-17 15:26:53
291,1,OSL,,"Coutard et al., 2006",COU06-001,COU06-001-001,Anse du Brick (yellow sands),,,,,Yes,,,,49.671015,-1.489519,Yes,NGF,Not reported,9.5,1.9,N/A,N/A,Elevation estimated from schematic sections in the paper (Fig. 5). Error = 20% of elevation,Equal to,N/A,,121.00,12.80,,,,,,,,,N/A,N/A,undefined,390,35,,,N/A,,,0.82,,6.42,,2.60,,,,,,0.00123,,,,0.00013,,,,,,,,0.00323,0.00018,,,,,,Víctor Cartelle,Víctor Cartelle,2021-03-08 12:48:14
292,1,OSL,,"Coutard et al., 2006",COU06-002,COU06-002-001,Anse du Brick (wind-born sands),,,,,Yes,,,,49.671015,-1.489519,Yes,NGF,Not reported,10.5,2.1,N/A,N/A,Elevation estimated from schematic sections in the paper (Fig. 5). Error = 20% of elevation,Equal to,N/A,,115.00,11.90,,,,,,,,,N/A,N/A,undefined,368,31,,,N/A,,,0.91,,5.72,,2.70,,,,,,0.00114,,,,0.00014,,,,,,,,0.00319,0.00019,,,,,,Víctor Cartelle,Víctor Cartelle,2021-03-08 12:48:29
293,1,OSL,,"Coutard et al., 2006",COU06-003,COU06-003-001,Fermanville-Port Lévi section 9,,,,,Yes,,,,49.687315,-1.473136,Yes,NGF,Not reported,7.9,1.58,N/A,N/A,Elevation estimated from schematic sections in the paper (Fig. 5). Error = 20% elevation,Equal to,N/A,,118.00,12.30,,,,,,,,,N/A,N/A,undefined,364,31,,,N/A,,,0.55,,4.63,,2.68,,,,,,0.00108,,,,0.00016,,,,,,,,0.00308,0.00019,,,,,,Víctor Cartelle,Víctor Cartelle,2021-03-08 12:48:47
294,1,OSL,,"Coutard et al., 2006",COU06-004,COU06-004-001,Fermanville-Port Lévi section 9bis,,,,,Yes,,,,49.687315,-1.473136,Yes,NGF,Not reported,7.6,1.52,N/A,N/A,Elevation estimated from schematic sections in the paper (Fig. 5). Error = 20% elevation,Equal to,N/A,,110.80,7.60,,,,,,,,,N/A,N/A,undefined,320,14,,,N/A,,,1.55,,9.79,,2.04,,,,,,0.00108,,,,0.00016,,,,,,,,0.00289,0.00015,,,,,,Víctor Cartelle,Víctor Cartelle,2021-03-08 12:48:57
295,1,OSL,,"Coutard et al., 2006",COU06-005,COU06-005-001,Anse de Quéry,,,,,Yes,,,,49.652271,-1.238047,Yes,NGF,Not reported,0.2,1,N/A,N/A,Elevation estimated from schematic sections in the paper (Fig. 5).A minimum error of 1 m has been selected,Equal to,N/A,,125.50,10.80,,,,,,,,,N/A,N/A,undefined,325,26,,,N/A,,,1,,7.32,,1.46,,,,,,0.00157,,,,0.00015,,,,,,,,0.00259,0.00009,,,,,,Víctor Cartelle,Víctor Cartelle,2021-03-08 12:49:17
306,1,OSL,,"Folz, 2000
 van Vliet-Lanoë et al., 2006",FO00-001,FO00-001-001,LR1,LR1,,,,Yes,,,,49.474552,-1.845129,Yes,NGF,Not reported,6,N/A,N/A,N/A,,Equal to,MIS 5,,115.00,11.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Cartelle,Víctor Cartelle,2021-02-07 20:44:22
307,1,OSL,,"Folz, 2000
 van Vliet-Lanoë et al., 2006",FO00-002,FO00-002-001,LR2,LR2,,,,Yes,,,,49.474552,-1.845129,Yes,NGF,Not reported,7,N/A,N/A,N/A,,Equal to,MIS 5,,107.00,10.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Cartelle,,2021-02-07 20:44:07
