WALIS ESR ID,Is this datapoint public?,Method,IGSN,Reference(s),Sample ID,Analysis ID,Reported ID,Laboratory name,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Younger/Equal to,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Mineral type,Grain size (µm),Aliquot size (mg),Measurement protocol,ESR spectrometre type,Measurement temperature (K),Acquisition parameters,ESR signal,Number of scans,Number of repeated measurements,Number of rotations in the cavity,Evaluation of the ESR signal intensity,Correction of the ESR intensities,Bleaching coefficient (%),Fitting program and error calculation,Fitting function,Data weighting used for fitting,Equivalent dose estimate (Gy),Equivalent dose estimate undertainty (±1σ) (Gy),Depth (m),Technique,Dose rate uncertainty type,external U (ppm),external U error (ppm),external Th (ppm),external Th error (ppm),external K (%),external K error (%),external Rb (ppm),external Rb error (ppm),External dose rate (Gy/ka),External dose rate uncertainty (Gy/ka),internal U (ppm),internal U error (ppm),internal Th (ppm),internal Th error (ppm),internal K (%),internal K error (%),internal Rb (ppm),internal Rb error (ppm),Internal dose rate (Gy/ka),Internal dose rate uncertainty (Gy/ka),Alpha dose rate (Gy/ka),Alpha dose rate error (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate error (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate error (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate error (Gy/ka),Field water content (% of dry mass),Water content determination method,Water content used (%),Water content used error (%),Attenuation factors,Conversion factors,Alpha efficiency factor,Etching method,Etch depth (µm),Etch depth error (µm),Total dose rate (Gy/ka),Total dose rate uncertainty (Gy/ka),Comments and notes,Record created by,Record updated by,Last Update
14,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-004,RA89-004-001,D-1220-a,University of Dusseldorf,,Yes,,,,-47.753976,-65.912859,Yes,Mean Sea Level / General definition,Barometric altimeter,22.5,2.5,22.50,6.82,"Elevation described as ""20-25 m"", with an outcrop that has 4 m of beach gravels, while the shells were collected only from the top 3 m of that unit. It is uncertain whether the elevation refers to the bottom or top of the outcrop. As a result of these factor, the error is the combination of 0.2 times the elevation (4.5 m), plus 2 m for half the thickness of the outcrop plus reported uncertainty of 2.5 m plus the thickness of the outcrop.",Older than,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. The age was considered a minimum age.",449.00,67.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,291.60000000,,1,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,0.50000000,,2.00000000,,0.03000000,,,,,,1.00000000,,,,,,,,,,0.32540000,,0.26680000,,0.05920000,,,,,,,,,,,,,,,,"- species: Perumytilus purpur.

- shell thickness (before/after preparation, mm): 1.1/0.9

- articulated: not stated

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 02:39:45
15,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-005,RA89-005-001,D-1220-b,University of Dusseldorf,,Yes,,,,-47.753976,-65.912859,Yes,Mean Sea Level / General definition,Barometric altimeter,22.5,2.5,22.50,6.82,"Elevation described as ""20-25 m"", with an outcrop that has 4 m of beach gravels, while the shells were collected only from the top 3 m of that unit. It is uncertain whether the elevation refers to the bottom or top of the outcrop. As a result of these factor, the error is the combination of 0.2 times the elevation (4.5 m), plus 2 m for half the thickness of the outcrop plus reported uncertainty of 2.5 m plus the thickness of the outcrop.",Older than,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. The age was considered a minimum age.",415.00,62.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,265.40000000,,1,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,0.50000000,,2.00000000,,0.03000000,,,,,,1.00000000,,,,,,,,,,0.35920000,,0.26680000,,0.01490000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 3.7/2.8

- articulated: not stated

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 02:39:28
16,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-006,RA89-006-001,D-1994-a,University of Dusseldorf,,Yes,,,,-40.793297,-62.283477,Yes,Mean Sea Level / General definition,Barometric altimeter,2.5,0,2.5,2,"The samples were taken 1.5 m above the base of the section, and the bottom of the section is about 1 m above sea level. The uncertainty is taken to be 20% of the reported elevation at the top of the section, which is 10 m above sea level (2 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",108.00,16.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,234.00000000,,6.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,3.00000000,,7.00000000,,1.45000000,,,,,,1.70000000,,,,,,,,,,0.34800000,,1.06050000,,0.75910000,,,,,,,,,,,,,,,,"- species: Choromytitus

- shell thickness (before/after preparation, mm): 0.95/0.9

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:12:31
17,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-007,RA89-007-001,D-1994-b,University of Dusseldorf,,Yes,,,,-40.793297,-62.283477,Yes,Mean Sea Level / General definition,Barometric altimeter,2.5,0,2.5,2,"The samples were taken 1.5 m above the base of the section, and the bottom of the section is about 1 m above sea level. The uncertainty is taken to be 20% of the reported elevation at the top of the section, which is 10 m above sea level (2 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",102.00,15.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,203.20000000,,6.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,3.00000000,,7.00000000,,1.45000000,,,,,,1.54000000,,,,,,,,,,0.31900000,,1.06050000,,0.60310000,,,,,,,,,,,,,,,,"- species: Choromytitus sp.

- shell thickness (before/after preparation, mm): 1.3/1.2

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:12:00
18,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-008,RA89-008-001,D-1125-a,University of Dusseldorf,,Yes,,,,-40.793297,-62.283477,Yes,Mean Sea Level / General definition,Barometric altimeter,1.5,0,1.5,2,"The samples were taken 0.5 m above the base of the section, and the bottom of the section is about 1 m above sea level. The uncertainty is taken to be 20% of the reported elevation at the top of the section, which is 10 m above sea level (2 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age.  Younger than shells stratigraphically higher.",94.50,14.20,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,152.30000000,,6.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,3.00000000,,7.00000000,,1.45000000,,,,,,1.89000000,,,,,,,,,,0.43020000,,1.06050000,,0.12250000,,,,,,,,,,,,,,,,"- species: Pitar sp.

- shell thickness (before/after preparation, mm): 3.9/2.9

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:10:56
19,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-009,RA89-009-001,D-1125-b,University of Dusseldorf,,Yes,,,,-40.793297,-62.283477,Yes,Mean Sea Level / General definition,Barometric altimeter,1.5,0,1.5,2,"The samples were taken 0.5 m above the base of the section, and the bottom of the section is about 1 m above sea level. The uncertainty is taken to be 20% of the reported elevation at the top of the section, which is 10 m above sea level (2 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age.  Younger than shells stratigraphically higher.",79.60,12.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,136.30000000,,6.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,3.00000000,,7.00000000,,1.45000000,,,,,,1.46000000,,,,,,,,,,0.29180000,,1.06050000,,0.36020000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 2.0/1.6

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:09:54
20,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-010,RA89-010-001,D-1125-c,University of Dusseldorf,,Yes,,,,-40.793297,-62.283477,Yes,Mean Sea Level / General definition,Barometric altimeter,1.5,0,1.5,2,"The samples were taken 0.5 m above the base of the section, and the bottom of the section is about 1 m above sea level. The uncertainty is taken to be 20% of the reported elevation at the top of the section, which is 10 m above sea level (2 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age.  Younger than shells stratigraphically higher.",72.70,10.90,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,135.20000000,,6.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,3.00000000,,7.00000000,,1.45000000,,,,,,2.95000000,,,,,,,,,,0.59430000,,1.06050000,,0.20600000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 3.2/2.7

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:10:42
21,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-011,RA89-011-001,D-1126-a,University of Dusseldorf,,Yes,,,,-40.817168,-64.782236,Yes,Mean Sea Level / General definition,Barometric altimeter,10,0,10,2,"Stated that the samples were taken from a 30-50 cm layer at about 10 m above sea level. The uncertainty is 20% of that value. Rutter et al 1990 says the section is at 11 m, but the top 1.5 m is sand dunes and loess.",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",86.50,13.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,72.70000000,,1.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,5.00000000,,0.94000000,,,,,,0.29000000,,,,,,,,,,0.06540000,,0.71700000,,0.05860000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 4.4/3.1

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:27:39
22,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-012,RA89-012-001,D-1126-b,University of Dusseldorf,,Yes,,,,-40.817168,-64.782236,Yes,Mean Sea Level / General definition,Barometric altimeter,10,0,10,2,"Stated that the samples were taken from a 30-50 cm layer at about 10 m above sea level. The uncertainty is 20% of that value. Rutter et al 1990 says the section is at 11 m, but the top 1.5 m is sand dunes and loess.",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",88.50,13.20,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,78.10000000,,1.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,5.00000000,,0.94000000,,,,,,0.36000000,,,,,,,,,,0.07980000,,0.71700000,,0.08610000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 3.9/3.0

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:28:04
23,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-013,RA89-013-001,D-1196-a,University of Dusseldorf,,Yes,,,,-40.817168,-64.782236,Yes,Mean Sea Level / General definition,Barometric altimeter,10,0,10,2,"Stated that the samples were taken from a 30-50 cm layer at about 10 m above sea level. The uncertainty is 20% of that value. Rutter et al 1990 says the section is at 11 m, but the top 1.5 m is sand dunes and loess.",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",83.20,12.50,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,130.20000000,,1.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,5.00000000,,2.08000000,,,,,,0.90000000,,,,,,,,,,0.19180000,,1.78100000,,0.19590000,,,,,,,,,,,,,,,,"- species: Macrocallista sp.

- shell thickness (before/after preparation, mm): 3.1/2.3

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:28:38
24,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-014,RA89-014-001,D-1196-b,University of Dusseldorf,,Yes,,,,-40.817168,-64.782236,Yes,Mean Sea Level / General definition,Barometric altimeter,10,0,10,2,"Stated that the samples were taken from a 30-50 cm layer at about 10 m above sea level. The uncertainty is 20% of that value. Rutter et al 1990 says the section is at 11 m, but the top 1.5 m is sand dunes and loess.",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",97.30,14.60,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,140.00000000,,1.5,"U content in shell derived from fission track and X-ray fluorescence methods
U/Th content in matrix determined using gamma spectrometry
K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,5.00000000,,2.08000000,,,,,,0.58000000,,,,,,,,,,0.13370000,,1.78100000,,0.12850000,,,,,,,,,,,,,,,,"- species: Macrocallista sp.
- shell thickness (before/after preparation, mm): 4.1/3.2
- articulated: stated to be in living position
- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:29:09
25,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-015,RA89-015-001,D-1200,University of Dusseldorf,,Yes,,,,-40.817168,-64.782236,Yes,Mean Sea Level / General definition,Barometric altimeter,10,0,10,2,"Stated that the samples were taken from a 30-50 cm layer at about 10 m above sea level. The uncertainty is 20% of that value. Rutter et al 1990 says the section is at 11 m, but the top 1.5 m is sand dunes and loess.",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",107.00,16.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,164.70000000,,1.5,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,6.00000000,,2.10000000,,,,,,0.89000000,,,,,,,,,,0.21120000,,1.17290000,,0.15290000,,,,,,,,,,,,,,,,"- species: Macrocallista sp.

- shell thickness (before/after preparation, mm): 4.1/3.4

- articulated: stated to be in living position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 00:29:42
26,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-016,RA89-016-001,D-1202-a,University of Dusseldorf,,Yes,,,,-40.772377,-65.035744,Yes,High Tide Level,Barometric altimeter,4,1,9,2.1,"Sample taken from a 0.5-1 m thick beach deposit that was between 3 and 5 m above high tide level. Mean sea level is about 5 m below this at the tide gauge at Puerto San Antonio, according to the Servicio de Hidrografia Navel. Uncertainty is the combination of half the layer thickness (0.5 m), half the reported uncertainty (1 m) and 20% of the elevation above high tide (1.8 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",91.00,13.70,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,149.10000000,,1,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,6.00000000,,2.30000000,,,,,,0.92000000,,,,,,,,,,0.20320000,,1.20220000,,0.23280000,,,,,,,,,,,,,,,,"- species: Macrocallista sp.

- shell thickness (before/after preparation, mm): 3.6/3.2

- articulated: not stated

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 02:05:05
27,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-017,RA89-017-001,D-1202-b,University of Dusseldorf,,Yes,,,,-40.772377,-65.035744,Yes,High Tide Level,Barometric altimeter,4,1,9,2.1,"Sample taken from a 0.5-1 m thick beach deposit that was between 3 and 5 m above high tide level. Mean sea level is about 5 m below this at the tide gauge at Puerto San Antonio, according to the Servicio de Hidrografia Navel. Uncertainty is the combination of half the layer thickness (0.5 m), half the reported uncertainty (1 m) and 20% of the elevation above high tide (1.8 m).",Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",107.00,16.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,180.10000000,,1,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,6.00000000,,2.30000000,,,,,,1.00000000,,,,,,,,,,0.23390000,,1.20220000,,0.24770000,,,,,,,,,,,,,,,,"- species: Macrocallista sp.

- shell thickness (before/after preparation, mm): 3.4/3.0

- articulated: not stated

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-03-18 02:05:38
28,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-018,RA89-018-001,D-1128-a,University of Dusseldorf,1988-01-01 00:00:00,Yes,,,,-40.703000,-65.000000,Yes,N/A,Barometric altimeter,10,2,10,2,Sample taken from gravel from beach ridges. Elevation taken from the description in Rutter et al 1990.,Equal to,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. ",90.2,13.5,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,246.4,,1,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00,,6.00,,1.98,,,,,,0.84,,,,,,,,,,0.1473,,1.2831,,1.3006,,,,,,,,,,,,,,,,"- species: Macrocallista boliv.

- shell thickness (before/after preparation, mm): 0.45/0.25

- articulated: not stated

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-02-19 01:04:06
29,1,Molluscs,,"Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997
 Gowan et al., 2021",RA89-019,RA89-019-001,D-1128-b,University of Dusseldorf,1988-01-01 00:00:00,Yes,,,,-40.703000,-65.000000,Yes,N/A,Barometric altimeter,10,2,10,2.8,Sample taken from gravel from beach ridges. Elevation taken from the description in Rutter et al 1990. Uncertainty is the combination of half reported elevation range and 20% of the elevation.,Older than,MIS 5,"The uncertainty is taken to be 15% of the reported age, which is what Radtke recommended. The entered age is based on an early uptake model, which is regarded as producing a more realistic age. Regarded by Radtke to be reworked.",185.00,28.00,,100-400,,,Bruker 200 tt ESR spectrometer,,,2.0006,,,,additive dose method,,,DATA-IV,plateau-screening,,320.6,,1,"U content in shell derived from fission track and X-ray fluorescence methods

U/Th content in matrix determined using gamma spectrometry

K content in matrix determined using atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00,,6.00,,1.98,,,,,,0.85,,,,,,,,,,0.1473,,1.2831,,1.3006,,,,,,,,,,,,,,,,"- species: Macrocallista boliv.

- shell thickness (before/after preparation, mm): 3.4/2.9

- articulated: not in growth position

- grinding/light effects: not observed",Evan Gowan,Evan Gowan,2020-02-19 01:27:03
